,SPX,VIX
1996-11-20,283.8691094435777,0.0
1996-11-21,284.48154458606007,0.0
1996-11-22,279.81346721780386,0.0
1996-11-25,283.851297884269,0.0
1996-11-26,280.45782448247303,0.0
1996-11-27,286.2474673305841,0.0
1996-11-29,284.92466892829844,0.0
1996-12-02,288.20306468458847,0.0
1996-12-03,289.913373831883,0.0
1996-12-04,290.932054675432,0.0
1996-12-05,292.763036714636,0.0
1996-12-06,291.1184878105327,0.0
1996-12-09,285.2436796760133,0.0
1996-12-10,284.60083361946175,0.0
1996-12-11,284.6167877673945,0.0
1996-12-12,279.04141596788287,0.0
1996-12-13,282.8047873529076,0.0
1996-12-16,291.8337356875327,0.0
1996-12-17,293.5740303331273,0.0
1996-12-18,298.13856571118515,0.0
1996-12-19,296.77390764198634,0.0
1996-12-20,299.9169371333523,0.0
1996-12-23,308.5391160341498,0.0
1996-12-24,307.26798159090447,0.0
1996-12-26,314.1909558292079,0.0
1996-12-27,314.5749405204335,0.0
1996-12-30,312.45021884954474,0.0
1996-12-31,312.71820629173754,0.0
1997-01-02,321.6447512322486,0.0
1997-01-03,325.16520757924934,0.0
1997-01-06,324.69210923770527,0.0
1997-01-07,327.1338558912026,0.0
1997-01-08,329.8518771151859,0.0
1997-01-09,323.66296968713965,0.0
1997-01-10,327.397575772057,0.0
1997-01-13,323.82695766493754,0.0
1997-01-14,328.0340442111292,0.0
1997-01-15,328.0093315415468,0.0
1997-01-16,324.9965810307728,0.0
1997-01-17,322.0141911550895,0.0
1997-01-20,324.6193193958429,0.0
1997-01-21,321.42192360096595,0.0
1997-01-22,323.0206230990953,0.0
1997-01-23,318.6612530551779,0.0
1997-01-24,314.22848315534895,0.0
1997-01-27,305.92748967103284,0.0
1997-01-28,303.6973150587833,0.0
1997-01-29,302.63852665057954,0.0
1997-01-30,303.42586075534285,0.0
1997-01-31,303.87535392836656,0.0
1997-02-03,300.3061491368056,0.0
1997-02-04,298.31032357121825,0.0
1997-02-05,292.2218949749392,0.0
1997-02-06,291.0904515568001,0.0
1997-02-07,298.64612710703733,0.0
1997-02-10,294.8551747642665,0.0
1997-02-11,296.21856575151526,0.0
1997-02-12,294.73227457318495,0.0
1997-02-13,292.0624316794247,0.0
1997-02-14,293.05040256985336,0.0
1997-02-18,298.4194364408074,0.0
1997-02-19,305.6538701579519,0.0
1997-02-20,302.42534426388244,0.0
1997-02-21,306.4951033402906,0.0
1997-02-24,299.8345730131762,0.0
1997-02-25,302.2261620236457,0.0
1997-02-26,302.131657747099,0.0
1997-02-27,294.4110537573496,0.0
1997-02-28,296.7934405922026,0.0
1997-03-03,294.89268035902256,0.0
1997-03-04,291.94108403109226,0.0
1997-03-05,286.84742275037047,0.0
1997-03-06,294.14543360495037,0.0
1997-03-07,292.69599096436536,0.0
1997-03-10,293.600007459678,0.0
1997-03-11,289.1904158117032,0.0
1997-03-12,286.00028705422517,0.0
1997-03-13,302.7724130859339,0.0
1997-03-14,312.218685911726,0.0
1997-03-17,319.87006378355505,0.0
1997-03-18,326.527672293655,0.0
1997-03-19,322.4801387693433,0.0
1997-03-20,319.4662098715462,0.0
1997-03-21,319.6574224520234,0.0
1997-03-24,320.25471469339504,0.0
1997-03-25,321.11657259681493,0.0
1997-03-26,325.54793793090676,0.0
1997-03-27,326.7214957696166,0.0
1997-03-31,331.8195652163101,0.0
1997-04-01,336.81938513508277,0.0
1997-04-02,343.180197343907,0.0
1997-04-03,341.43059188395034,0.0
1997-04-04,339.51133218840755,0.0
1997-04-07,342.59319679938653,0.0
1997-04-08,340.0033205524598,0.0
1997-04-09,342.6624641714654,0.0
1997-04-10,332.9574973178041,0.0
1997-04-11,329.8140594684733,0.0
1997-04-14,327.2716589010841,0.0
1997-04-15,331.0597927299448,0.0
1997-04-16,328.3941064807813,0.0
1997-04-17,329.22813455440064,0.0
1997-04-18,327.4313103971268,0.0
1997-04-21,327.61640592741355,0.0
1997-04-22,324.3761543069941,0.0
1997-04-23,326.24066399410253,0.0
1997-04-24,327.064918247029,0.0
1997-04-25,330.49186992114244,0.0
1997-04-28,332.66969959979906,0.0
1997-04-29,332.17579290495394,0.0
1997-04-30,331.601311328518,0.0
1997-05-01,328.1415856610683,0.0
1997-05-02,322.8476390623916,0.0
1997-05-05,324.3731398555215,0.0
1997-05-06,324.86453432760436,0.0
1997-05-07,323.0105786311705,0.0
1997-05-08,321.115550095855,0.0
1997-05-09,318.1949693215265,0.0
1997-05-12,315.4881714058827,0.0
1997-05-13,314.54108401500366,0.0
1997-05-14,316.46470990648174,0.0
1997-05-15,316.12894141345186,0.0
1997-05-16,315.37912522196734,0.0
1997-05-19,315.9322751834506,0.0
1997-05-20,315.49960716080926,0.0
1997-05-21,316.7790947970712,0.0
1997-05-22,316.6091145917101,0.0
1997-05-23,316.40736880704657,0.0
1997-05-27,316.3256632383096,0.0
1997-05-28,318.8983471376984,0.0
1997-05-29,315.19564673566896,0.0
1997-05-30,317.7722562233837,0.0
1997-06-02,319.6606633150767,0.0
1997-06-03,319.3751456067916,0.0
1997-06-04,316.81050365191965,0.0
1997-06-05,317.34553003655907,0.0
1997-06-06,320.45075986607924,0.0
1997-06-09,316.42552382081203,0.0
1997-06-10,316.36949676047544,0.0
1997-06-11,316.50776935879617,0.0
1997-06-12,319.618674880182,0.0
1997-06-13,321.1911063385086,0.0
1997-06-16,318.54317537061576,0.0
1997-06-17,317.9422673934452,0.0
1997-06-18,315.1381116934821,0.0
1997-06-19,317.35333148752557,0.0
1997-06-20,320.8851717699404,0.0
1997-06-23,323.4067120189932,0.0
1997-06-24,323.4819971311456,0.0
1997-06-25,325.3796172920124,0.0
1997-06-26,326.273668754668,0.0
1997-06-27,329.025945427572,0.0
1997-06-30,328.9188261086079,0.0
1997-07-01,330.00040704321486,0.0
1997-07-02,327.0363434753227,0.0
1997-07-03,329.5599695968728,0.0
1997-07-07,330.7963106580159,0.0
1997-07-08,331.72033986794304,0.0
1997-07-09,331.9801247404364,0.0
1997-07-10,333.7343765674209,0.0
1997-07-11,333.8538810440588,0.0
1997-07-14,334.1841279783778,0.0
1997-07-15,336.3274587452209,0.0
1997-07-16,335.6317761615353,0.0
1997-07-17,335.92608382273755,0.0
1997-07-18,339.7591727283229,0.0
1997-07-21,339.8950935750612,0.0
1997-07-22,342.30959451454254,0.0
1997-07-23,342.8742493547578,0.0
1997-07-24,344.3336261100483,0.0
1997-07-25,344.6513900651878,0.0
1997-07-28,346.8025504789357,0.0
1997-07-29,348.89799832492014,0.0
1997-07-30,341.8140826827049,0.0
1997-07-31,340.8368436187256,0.0
1997-08-01,341.05650933127384,0.0
1997-08-04,340.5825591476762,0.0
1997-08-05,343.12621660561973,0.0
1997-08-06,341.3409421694887,0.0
1997-08-07,343.5442007412401,0.0
1997-08-08,346.27174810961395,0.0
1997-08-11,342.54494300531036,0.0
1997-08-12,343.7838762413083,0.0
1997-08-13,344.3752044348912,0.0
1997-08-14,346.0095756613723,0.0
1997-08-15,348.0006568582802,0.0
1997-08-18,348.1405655120175,0.0
1997-08-19,348.95703113785396,0.0
1997-08-20,351.11136545766556,0.0
1997-08-21,351.0370914156483,0.0
1997-08-22,351.51345496878486,0.0
1997-08-25,353.0624297486233,0.0
1997-08-26,353.58499125683437,0.0
1997-08-27,355.6799544989103,0.0
1997-08-28,352.57486586155335,0.0
1997-08-29,349.3354190941132,0.0
1997-09-02,349.4508470913482,0.0
1997-09-03,350.1379725173073,0.0
1997-09-04,347.34254622704884,0.0
1997-09-05,348.5749046692726,0.0
1997-09-08,353.68354701816395,0.0
1997-09-09,355.5487118837,0.0
1997-09-10,355.09514979902764,0.0
1997-09-11,353.35150773724826,0.0
1997-09-12,350.23769924236035,0.0
1997-09-15,354.50505647970334,0.0
1997-09-16,355.9114966403241,0.0
1997-09-17,358.8316172856101,0.0
1997-09-18,362.89132065654826,0.0
1997-09-19,363.9285203589956,0.0
1997-09-22,364.72803125616394,0.0
1997-09-23,367.7197538459681,0.0
1997-09-24,367.2634386758303,0.0
1997-09-25,368.5578313758613,0.0
1997-09-26,369.3055515846248,0.0
1997-09-29,369.08749358549954,0.0
1997-09-30,366.5901633200646,0.0
1997-10-01,367.3802805697664,0.0
1997-10-02,368.3424673654446,0.0
1997-10-03,369.1659210922267,0.0
1997-10-06,370.4793765373788,0.0
1997-10-07,365.63738897730394,0.0
1997-10-08,367.3097997257822,0.0
1997-10-09,368.95326702775685,0.0
1997-10-10,369.4369483111664,0.0
1997-10-13,374.79814362070925,0.0
1997-10-14,377.2364529003452,0.0
1997-10-15,380.32590788896823,0.0
1997-10-16,381.3723129432816,0.0
1997-10-17,381.5731339881258,0.0
1997-10-20,379.62013756320533,0.0
1997-10-21,383.75716994607234,0.0
1997-10-22,382.8312284982913,0.0
1997-10-23,384.7054729190311,0.0
1997-10-24,384.8771216605612,0.0
1997-10-27,387.97210473800567,0.0
1997-10-28,390.18749603984486,0.0
1997-10-29,392.0769432494341,0.0
1997-10-30,392.2562942453281,0.0
1997-10-31,403.0294755854067,0.0
1997-11-03,400.9319028297275,0.0
1997-11-04,407.06976708429966,0.0
1997-11-05,403.59045106964123,0.0
1997-11-06,402.69874052339514,0.0
1997-11-07,398.5305608582205,0.0
1997-11-10,401.44217664572636,0.0
1997-11-11,402.7235576612158,0.0
1997-11-12,384.08933607021845,0.0
1997-11-13,382.2394233318533,0.0
1997-11-14,380.7641238780833,0.0
1997-11-17,381.2203498007953,0.0
1997-11-18,379.0001314067805,0.0
1997-11-19,378.9728687952292,0.0
1997-11-20,380.18516540144986,0.0
1997-11-21,375.3138377297806,0.0
1997-11-24,379.95392935309496,0.0
1997-11-25,378.0919944085519,0.0
1997-11-26,378.59540821874793,0.0
1997-11-28,376.42340175088026,0.0
1997-12-01,378.11627650892314,0.0
1997-12-02,374.1686534362422,0.0
